# K3 Coverage Roadmap — COV-6 targets (final)
# Format: <package> <min_percent>
github.com/theory-cloud/k3/cmd/create-tables	90
github.com/theory-cloud/k3/cmd/debug-event	90
github.com/theory-cloud/k3/cmd/error-handling-test	90
github.com/theory-cloud/k3/cmd/lambda	90
github.com/theory-cloud/k3/cmd/mock-tesouro	90
github.com/theory-cloud/k3/cmd/processor-test	90
github.com/theory-cloud/k3/cmd/stream-processor	90
github.com/theory-cloud/k3/cmd/tesouro-mock-server	90
github.com/theory-cloud/k3/cmd/tesouro-test	90
github.com/theory-cloud/k3/internal/business	90
github.com/theory-cloud/k3/internal/config	90
github.com/theory-cloud/k3/internal/constants	90
github.com/theory-cloud/k3/internal/db	90
github.com/theory-cloud/k3/internal/handlers	90
github.com/theory-cloud/k3/internal/middleware	90
github.com/theory-cloud/k3/internal/models	90
github.com/theory-cloud/k3/internal/processors	90
github.com/theory-cloud/k3/internal/processors/finix	90
github.com/theory-cloud/k3/internal/processors/rapid_connect	90
github.com/theory-cloud/k3/internal/processors/tesouro	90
github.com/theory-cloud/k3/internal/repositories	90
github.com/theory-cloud/k3/internal/services	90
github.com/theory-cloud/k3/internal/services/impl	90
github.com/theory-cloud/k3/pkg/cryptography	90
github.com/theory-cloud/k3/pkg/errors	90
github.com/theory-cloud/k3/pkg/http	90
github.com/theory-cloud/k3/pkg/logger	90
github.com/theory-cloud/k3/pkg/money	90
github.com/theory-cloud/k3/pkg/tesouro	90
github.com/theory-cloud/k3/pkg/validation	90
