# TableTheory Coverage Roadmap — COV-3 targets
# Format: <package> <min_percent>
github.com/theory-cloud/tabletheory/v3 50
github.com/theory-cloud/tabletheory/v3/internal/expr 50
github.com/theory-cloud/tabletheory/v3/internal/numutil 50
github.com/theory-cloud/tabletheory/v3/internal/reflectutil 50
github.com/theory-cloud/tabletheory/v3/pkg/consistency 50
github.com/theory-cloud/tabletheory/v3/pkg/core 50
github.com/theory-cloud/tabletheory/v3/pkg/errors 50
github.com/theory-cloud/tabletheory/v3/pkg/index 50
github.com/theory-cloud/tabletheory/v3/pkg/interfaces 50
github.com/theory-cloud/tabletheory/v3/pkg/marshal 50
github.com/theory-cloud/tabletheory/v3/pkg/mocks 50
github.com/theory-cloud/tabletheory/v3/pkg/model 50
github.com/theory-cloud/tabletheory/v3/pkg/naming 50
github.com/theory-cloud/tabletheory/v3/pkg/protection 50
github.com/theory-cloud/tabletheory/v3/pkg/query 50
github.com/theory-cloud/tabletheory/v3/pkg/schema 50
github.com/theory-cloud/tabletheory/v3/pkg/session 50
github.com/theory-cloud/tabletheory/v3/pkg/testing 50
github.com/theory-cloud/tabletheory/v3/pkg/transaction 50
github.com/theory-cloud/tabletheory/v3/pkg/types 50
github.com/theory-cloud/tabletheory/v3/pkg/validation 50

