# TableTheory Coverage Roadmap — COV-2 targets
# Format: <package> <min_percent>
github.com/theory-cloud/tabletheory/v3 25
github.com/theory-cloud/tabletheory/v3/internal/expr 25
github.com/theory-cloud/tabletheory/v3/internal/numutil 25
github.com/theory-cloud/tabletheory/v3/internal/reflectutil 25
github.com/theory-cloud/tabletheory/v3/pkg/consistency 25
github.com/theory-cloud/tabletheory/v3/pkg/core 25
github.com/theory-cloud/tabletheory/v3/pkg/errors 25
github.com/theory-cloud/tabletheory/v3/pkg/index 25
github.com/theory-cloud/tabletheory/v3/pkg/interfaces 25
github.com/theory-cloud/tabletheory/v3/pkg/marshal 25
github.com/theory-cloud/tabletheory/v3/pkg/mocks 25
github.com/theory-cloud/tabletheory/v3/pkg/model 25
github.com/theory-cloud/tabletheory/v3/pkg/naming 25
github.com/theory-cloud/tabletheory/v3/pkg/protection 25
github.com/theory-cloud/tabletheory/v3/pkg/query 25
github.com/theory-cloud/tabletheory/v3/pkg/schema 25
github.com/theory-cloud/tabletheory/v3/pkg/session 25
github.com/theory-cloud/tabletheory/v3/pkg/testing 25
github.com/theory-cloud/tabletheory/v3/pkg/transaction 25
github.com/theory-cloud/tabletheory/v3/pkg/types 25
github.com/theory-cloud/tabletheory/v3/pkg/validation 25

